Gene	pd_id
Pp1s129_202V6.2	PHYPADRAFT_216478
Pp1s129_203V6.1	PHYPADRAFT_17080
Pp1s129_204V6.1	PHYPADRAFT_43801
Pp1s129_205V6.1	PHYPADRAFT_136411
Pp1s129_205V6.2	PHYPADRAFT_136411
Pp1s129_205V6.3	PHYPADRAFT_136411
Pp1s129_211V6.1	PHYPADRAFT_231355
Pp1s129_222V6.1	PHYPADRAFT_234287
Pp1s129_227V6.1	PHYPADRAFT_231359
Pp1s129_27V6.1	PHYPADRAFT_231291
Pp1s129_28V6.1	PHYPADRAFT_216423
Pp1s129_28V6.2	PHYPADRAFT_216423
Pp1s129_49V6.1	PHYPADRAFT_234250
Pp1s129_53V6.1	PHYPADRAFT_216425
Pp1s129_54V6.1	PHYPADRAFT_231299
Pp1s129_5V6.1	PHYPADRAFT_231288
Pp1s129_60V6.1	PHYPADRAFT_234252
Pp1s129_61V6.1	PHYPADRAFT_234253
Pp1s129_85V6.1	PHYPADRAFT_216427
Pp1s129_86V6.1	PHYPADRAFT_231308
Pp1s129_87V6.1	PHYPADRAFT_136475
Pp1s129_88V6.1	PHYPADRAFT_136455
Pp1s129_89V6.1	PHYPADRAFT_136439
Pp1s129_90V6.1	PHYPADRAFT_216435
Pp1s12_100V6.1	PHYPADRAFT_66761
Pp1s12_101V6.1	PHYPADRAFT_114940
Pp1s12_107V6.1	PHYPADRAFT_66763
Pp1s12_109V6.1	PHYPADRAFT_159354
Pp1s12_109V6.2	PHYPADRAFT_159354
Pp1s12_111V6.1	PHYPADRAFT_52205
Pp1s12_116V6.1	PHYPADRAFT_66768
Pp1s12_118V6.1	PHYPADRAFT_52179
Pp1s12_120V6.1	PHYPADRAFT_66770
Pp1s12_121V6.1	PHYPADRAFT_175333
Pp1s12_126V6.1	PHYPADRAFT_202843
Pp1s12_127V6.1	PHYPADRAFT_66773
Pp1s12_128V6.1	PHYPADRAFT_175342
Pp1s12_128V6.2	PHYPADRAFT_175342
Pp1s12_130V6.1	PHYPADRAFT_159360
Pp1s12_143V6.1	PHYPADRAFT_202850
Pp1s12_149V6.1	PHYPADRAFT_115130
Pp1s12_149V6.2	PHYPADRAFT_115130
Pp1s12_149V6.3	PHYPADRAFT_115130
Pp1s12_153V6.1	PHYPADRAFT_159363
Pp1s12_156V6.1	PHYPADRAFT_52176
Pp1s12_158V6.1	PHYPADRAFT_52176
Pp1s12_15V6.1	PHYPADRAFT_159329
Pp1s12_160V6.1	PHYPADRAFT_66784
Pp1s12_162V6.1	PHYPADRAFT_66784
Pp1s12_163V6.1	PHYPADRAFT_66785
Pp1s12_170V6.1	PHYPADRAFT_66787
Pp1s12_170V6.2	PHYPADRAFT_66787
Pp1s12_172V6.1	PHYPADRAFT_159365
Pp1s12_172V6.2	PHYPADRAFT_159365
Pp1s12_174V6.1	PHYPADRAFT_115024
Pp1s12_176V6.1	PHYPADRAFT_115000
Pp1s12_176V6.2	PHYPADRAFT_115000
Pp1s12_178V6.1	PHYPADRAFT_175357
Pp1s12_178V6.2	PHYPADRAFT_175357
Pp1s12_179V6.1	PHYPADRAFT_115127
Pp1s12_180V6.1	PHYPADRAFT_159367
Pp1s12_184V6.1	PHYPADRAFT_115197
Pp1s12_186V6.1	PHYPADRAFT_114984
Pp1s12_186V6.2	PHYPADRAFT_114984
Pp1s12_186V6.3	PHYPADRAFT_114984
Pp1s12_187V6.1	PHYPADRAFT_114928
Pp1s12_189V6.1	PHYPADRAFT_53495
Pp1s12_189V6.2	PHYPADRAFT_53495
Pp1s12_190V6.1	PHYPADRAFT_175369
Pp1s12_190V6.2	PHYPADRAFT_175369
Pp1s12_190V6.3	PHYPADRAFT_175369
Pp1s12_191V6.1	PHYPADRAFT_159372
Pp1s12_192V6.1	PHYPADRAFT_175374
Pp1s12_194V6.1	PHYPADRAFT_50684
Pp1s12_196V6.1	PHYPADRAFT_55452
Pp1s12_19V6.1	PHYPADRAFT_115056
Pp1s12_19V6.2	PHYPADRAFT_115056
Pp1s12_19V6.3	PHYPADRAFT_115056,PHYPADRAFT_66726
Pp1s12_19V6.4	PHYPADRAFT_115056
Pp1s12_19V6.5	PHYPADRAFT_115056,PHYPADRAFT_66726
Pp1s12_202V6.1	PHYPADRAFT_66805
Pp1s12_204V6.1	PHYPADRAFT_66806
Pp1s12_207V6.1	PHYPADRAFT_175379
Pp1s12_208V6.1	PHYPADRAFT_175384
Pp1s12_208V6.2	PHYPADRAFT_175384
Pp1s12_209V6.1	PHYPADRAFT_159377
Pp1s12_209V6.2	PHYPADRAFT_159377
Pp1s12_209V6.3	PHYPADRAFT_159377
Pp1s12_211V6.1	PHYPADRAFT_114999
Pp1s12_212V6.1	PHYPADRAFT_159378
Pp1s12_213V6.1	PHYPADRAFT_159378
Pp1s12_214V6.1	PHYPADRAFT_104676
Pp1s12_214V6.2	PHYPADRAFT_104676
Pp1s12_215V6.1	PHYPADRAFT_175389
Pp1s12_216V6.1	PHYPADRAFT_115042
Pp1s12_217V6.1	PHYPADRAFT_66815
Pp1s12_220V6.1	PHYPADRAFT_66816
Pp1s12_224V6.1	PHYPADRAFT_114983
Pp1s12_224V6.2	PHYPADRAFT_114983
Pp1s12_226V6.1	PHYPADRAFT_66819
Pp1s12_229V6.1	PHYPADRAFT_109477
Pp1s12_231V6.1	PHYPADRAFT_115069
Pp1s12_233V6.1	PHYPADRAFT_115190
Pp1s12_234V6.1	PHYPADRAFT_202906
Pp1s12_235V6.1	PHYPADRAFT_115005
Pp1s12_236V6.1	PHYPADRAFT_66826
Pp1s12_237V6.1	PHYPADRAFT_66827
Pp1s12_238V6.1	PHYPADRAFT_66827
Pp1s12_239V6.1	PHYPADRAFT_115029
Pp1s12_244V6.1	PHYPADRAFT_202910
Pp1s12_246V6.1	PHYPADRAFT_202915
Pp1s12_247V6.1	PHYPADRAFT_115022
Pp1s12_247V6.2	PHYPADRAFT_115022
Pp1s12_249V6.1	PHYPADRAFT_202919
Pp1s12_24V6.1	PHYPADRAFT_66727
Pp1s12_260V6.1	PHYPADRAFT_104684
Pp1s12_262V6.1	PHYPADRAFT_115180,PHYPADRAFT_66842
Pp1s12_264V6.1	PHYPADRAFT_114967
Pp1s12_265V6.1	PHYPADRAFT_114923
Pp1s12_267V6.1	PHYPADRAFT_159393
Pp1s12_269V6.1	PHYPADRAFT_159394
Pp1s12_270V6.1	PHYPADRAFT_115154
Pp1s12_273V6.1	PHYPADRAFT_159396
Pp1s12_275V6.1	PHYPADRAFT_66850
Pp1s12_276V6.1	PHYPADRAFT_66851
Pp1s12_277V6.1	PHYPADRAFT_66852
Pp1s12_279V6.1	PHYPADRAFT_66853
Pp1s12_280V6.1	PHYPADRAFT_66854
Pp1s12_280V6.2	PHYPADRAFT_66854
Pp1s12_286V6.1	PHYPADRAFT_159398
Pp1s12_287V6.1	PHYPADRAFT_54237
Pp1s12_289V6.1	PHYPADRAFT_109480
Pp1s12_28V6.1	PHYPADRAFT_104659
Pp1s12_28V6.2	PHYPADRAFT_104659
Pp1s12_290V6.1	PHYPADRAFT_115040
Pp1s12_29V6.1	PHYPADRAFT_175287
Pp1s12_307V6.1	PHYPADRAFT_159402
Pp1s12_309V6.1	PHYPADRAFT_114954
Pp1s12_30V6.1	PHYPADRAFT_114973
Pp1s12_315V6.1	PHYPADRAFT_159403
Pp1s12_316V6.1	PHYPADRAFT_159404
Pp1s12_316V6.2	PHYPADRAFT_159404
Pp1s12_317V6.1	PHYPADRAFT_159406
Pp1s12_317V6.2	PHYPADRAFT_159406
Pp1s12_317V6.3	PHYPADRAFT_159406
Pp1s12_339V6.1	PHYPADRAFT_175438
Pp1s12_33V6.1	PHYPADRAFT_115088
Pp1s12_340V6.1	PHYPADRAFT_175443
Pp1s12_341V6.1	PHYPADRAFT_202950
Pp1s12_346V6.1	PHYPADRAFT_159411
Pp1s12_346V6.2	PHYPADRAFT_159411
Pp1s12_346V6.3	PHYPADRAFT_159411
Pp1s12_349V6.1	PHYPADRAFT_202952
Pp1s12_349V6.2	PHYPADRAFT_202952
Pp1s12_349V6.3	PHYPADRAFT_202952
Pp1s12_351V6.1	PHYPADRAFT_159414
Pp1s12_353V6.1	PHYPADRAFT_159415
Pp1s12_355V6.1	PHYPADRAFT_27856
Pp1s12_355V6.2	PHYPADRAFT_27856
Pp1s12_356V6.1	PHYPADRAFT_159416
Pp1s12_357V6.1	PHYPADRAFT_159417
Pp1s12_364V6.1	PHYPADRAFT_38753
Pp1s12_364V6.2	PHYPADRAFT_38753
Pp1s12_364V6.3	PHYPADRAFT_38753
Pp1s12_367V6.1	PHYPADRAFT_114956
Pp1s12_368V6.1	PHYPADRAFT_24150
Pp1s12_369V6.1	PHYPADRAFT_66904
Pp1s12_370V6.1	PHYPADRAFT_66904
Pp1s12_371V6.1	PHYPADRAFT_109483
Pp1s12_371V6.2	PHYPADRAFT_109483
Pp1s12_372V6.1	PHYPADRAFT_115080
Pp1s12_373V6.1	PHYPADRAFT_115061
Pp1s12_377V6.1	PHYPADRAFT_115015
Pp1s12_378V6.1	PHYPADRAFT_115176
Pp1s12_379V6.1	PHYPADRAFT_159424
Pp1s12_379V6.2	PHYPADRAFT_159424
Pp1s12_379V6.3	PHYPADRAFT_159424
Pp1s12_379V6.4	PHYPADRAFT_159424
Pp1s12_379V6.5	PHYPADRAFT_159424
Pp1s12_382V6.1	PHYPADRAFT_66913
Pp1s12_383V6.1	PHYPADRAFT_104691
Pp1s12_390V6.1	PHYPADRAFT_175471
Pp1s12_393V6.1	PHYPADRAFT_66919
Pp1s12_395V6.1	PHYPADRAFT_175474
Pp1s12_401V6.1	PHYPADRAFT_55477
Pp1s12_404V6.1	PHYPADRAFT_115089
Pp1s12_408V6.1	PHYPADRAFT_66926
Pp1s12_409V6.1	PHYPADRAFT_66926
Pp1s12_40V6.1	PHYPADRAFT_115152
Pp1s12_410V6.1	PHYPADRAFT_66926
Pp1s12_412V6.1	PHYPADRAFT_104695
Pp1s12_413V6.1	PHYPADRAFT_159431
Pp1s12_414V6.1	PHYPADRAFT_159432
Pp1s12_414V6.2	PHYPADRAFT_159432
Pp1s12_414V6.3	PHYPADRAFT_159432
Pp1s12_414V6.4	PHYPADRAFT_159432
Pp1s12_414V6.5	PHYPADRAFT_159432
Pp1s12_415V6.1	PHYPADRAFT_25822
Pp1s12_415V6.2	PHYPADRAFT_25822
Pp1s12_416V6.1	PHYPADRAFT_159434
Pp1s12_416V6.2	PHYPADRAFT_159434
Pp1s12_416V6.3	PHYPADRAFT_159434
Pp1s12_41V6.1	PHYPADRAFT_202798
Pp1s12_43V6.1	PHYPADRAFT_66735
Pp1s12_51V6.1	PHYPADRAFT_175297
Pp1s12_54V6.1	PHYPADRAFT_114968
Pp1s12_58V6.1	PHYPADRAFT_175301
Pp1s12_59V6.1	PHYPADRAFT_115006
Pp1s12_59V6.2	PHYPADRAFT_115006
Pp1s12_60V6.1	PHYPADRAFT_104663
Pp1s12_62V6.1	PHYPADRAFT_47477
Pp1s12_63V6.1	PHYPADRAFT_66746
Pp1s12_71V6.1	PHYPADRAFT_21832
Pp1s12_72V6.1	PHYPADRAFT_159347
Pp1s12_73V6.1	PHYPADRAFT_66750
Pp1s12_74V6.1	PHYPADRAFT_159348
Pp1s12_74V6.2	PHYPADRAFT_159348
Pp1s12_77V6.1	PHYPADRAFT_115044
Pp1s12_79V6.1	PHYPADRAFT_66753
Pp1s12_7V6.1	PHYPADRAFT_159327
Pp1s12_7V6.2	PHYPADRAFT_159327
Pp1s12_85V6.1	PHYPADRAFT_115009
Pp1s12_85V6.2	PHYPADRAFT_115009
Pp1s12_8V6.1	PHYPADRAFT_175277
Pp1s12_93V6.1	PHYPADRAFT_66758
Pp1s12_94V6.1	PHYPADRAFT_175325
Pp1s12_96V6.1	PHYPADRAFT_29599
Pp1s1309_2V6.1	PHYPADRAFT_103126
Pp1s1309_3V6.1	PHYPADRAFT_103127
Pp1s130_100V6.1	PHYPADRAFT_231389
Pp1s130_105V6.1	PHYPADRAFT_231390
Pp1s130_106V6.1	PHYPADRAFT_48867
Pp1s130_10V6.1	PHYPADRAFT_231364
Pp1s130_110V6.1	PHYPADRAFT_231392
Pp1s130_116V6.1	PHYPADRAFT_234307
Pp1s130_123V6.1	PHYPADRAFT_231395
Pp1s130_124V6.1	PHYPADRAFT_231396
Pp1s130_12V6.1	PHYPADRAFT_166936
Pp1s130_137V6.1	PHYPADRAFT_234308
Pp1s130_149V6.1	PHYPADRAFT_234309
Pp1s130_14V6.1	PHYPADRAFT_231366
Pp1s130_152V6.1	PHYPADRAFT_136590
Pp1s130_153V6.1	PHYPADRAFT_189213
Pp1s130_163V6.1	PHYPADRAFT_234312
Pp1s130_167V6.1	PHYPADRAFT_231406
Pp1s130_169V6.1	PHYPADRAFT_231406
Pp1s130_175V6.1	PHYPADRAFT_136505
Pp1s130_175V6.2	PHYPADRAFT_136505
Pp1s130_175V6.3	PHYPADRAFT_136505
Pp1s130_191V6.1	PHYPADRAFT_234317
Pp1s130_191V6.2	PHYPADRAFT_234317
Pp1s130_191V6.3	PHYPADRAFT_234317
Pp1s130_196V6.1	PHYPADRAFT_136618
Pp1s130_197V6.1	PHYPADRAFT_234320
Pp1s130_197V6.2	PHYPADRAFT_234320
Pp1s130_198V6.1	PHYPADRAFT_234321
Pp1s130_199V6.1	PHYPADRAFT_234321
Pp1s130_202V6.1	PHYPADRAFT_136626
Pp1s130_204V6.1	PHYPADRAFT_19944
Pp1s130_210V6.1	PHYPADRAFT_231423
Pp1s130_210V6.2	PHYPADRAFT_231423
Pp1s130_211V6.1	PHYPADRAFT_231423
Pp1s130_213V6.1	PHYPADRAFT_136576
Pp1s130_217V6.1	PHYPADRAFT_166946
Pp1s130_226V6.1	PHYPADRAFT_136532
Pp1s130_227V6.1	PHYPADRAFT_136591
Pp1s130_22V6.1	PHYPADRAFT_136623
Pp1s130_230V6.1	PHYPADRAFT_231428
Pp1s130_231V6.1	PHYPADRAFT_18400
Pp1s130_236V6.1	PHYPADRAFT_47158
Pp1s130_242V6.1	PHYPADRAFT_136503
Pp1s130_246V6.1	PHYPADRAFT_231433
Pp1s130_248V6.1	PHYPADRAFT_216554
Pp1s130_248V6.2	PHYPADRAFT_216554
Pp1s130_248V6.3	PHYPADRAFT_216554
Pp1s130_254V6.1	PHYPADRAFT_189244
Pp1s130_262V6.1	PHYPADRAFT_234330
Pp1s130_263V6.1	PHYPADRAFT_43119
Pp1s130_270V6.1	PHYPADRAFT_231441
Pp1s130_271V6.1	PHYPADRAFT_231442
Pp1s130_272V6.1	PHYPADRAFT_234331
Pp1s130_272V6.2	PHYPADRAFT_234331
Pp1s130_272V6.3	PHYPADRAFT_234331
Pp1s130_272V6.4	PHYPADRAFT_234331
Pp1s130_275V6.1	PHYPADRAFT_234332
Pp1s130_277V6.1	PHYPADRAFT_136516
Pp1s130_278V6.1	PHYPADRAFT_231447
Pp1s130_285V6.1	PHYPADRAFT_234334
Pp1s130_286V6.1	PHYPADRAFT_231449
Pp1s130_287V6.1	PHYPADRAFT_110116
Pp1s130_287V6.2	PHYPADRAFT_110116
Pp1s130_291V6.1	PHYPADRAFT_189254
Pp1s130_292V6.1	PHYPADRAFT_234337
Pp1s130_293V6.1	PHYPADRAFT_136596
Pp1s130_294V6.1	PHYPADRAFT_234339
Pp1s130_295V6.1	PHYPADRAFT_216575
Pp1s130_296V6.1	PHYPADRAFT_136507
Pp1s130_296V6.2	PHYPADRAFT_136507
Pp1s130_298V6.1	PHYPADRAFT_216581
Pp1s130_2V6.1	PHYPADRAFT_84992
Pp1s130_32V6.1	PHYPADRAFT_136506
Pp1s130_33V6.1	PHYPADRAFT_231369
Pp1s130_43V6.1	PHYPADRAFT_136592
Pp1s130_44V6.1	PHYPADRAFT_166937
Pp1s130_58V6.1	PHYPADRAFT_189179
Pp1s130_59V6.1	PHYPADRAFT_234294
Pp1s130_5V6.1	PHYPADRAFT_234289,PHYPADRAFT_234290
Pp1s130_63V6.1	PHYPADRAFT_189182
Pp1s130_70V6.1	PHYPADRAFT_234297
Pp1s130_71V6.1	PHYPADRAFT_37452,PHYPADRAFT_37539
Pp1s130_78V6.1	PHYPADRAFT_234299
Pp1s130_78V6.2	PHYPADRAFT_234299
Pp1s130_79V6.1	PHYPADRAFT_233034
Pp1s130_79V6.2	PHYPADRAFT_233034
Pp1s130_79V6.3	PHYPADRAFT_233034
Pp1s130_79V6.4	PHYPADRAFT_233034
Pp1s130_79V6.5	PHYPADRAFT_233034
Pp1s130_82V6.1	PHYPADRAFT_189194
Pp1s130_82V6.2	PHYPADRAFT_189194
Pp1s130_82V6.3	PHYPADRAFT_189194
Pp1s130_82V6.4	PHYPADRAFT_189194
Pp1s130_87V6.1	PHYPADRAFT_166939
Pp1s130_89V6.1	PHYPADRAFT_234304
Pp1s130_99V6.1	PHYPADRAFT_136578
Pp1s130_99V6.2	PHYPADRAFT_136578
Pp1s1311_4V6.1	PHYPADRAFT_103129
Pp1s131_101V6.1	PHYPADRAFT_189323
Pp1s131_104V6.1	PHYPADRAFT_189327
Pp1s131_105V6.1	PHYPADRAFT_136788
Pp1s131_107V6.1	PHYPADRAFT_216637
Pp1s131_109V6.1	PHYPADRAFT_13411
Pp1s131_112V6.1	PHYPADRAFT_85165
Pp1s131_116V6.1	PHYPADRAFT_136657,PHYPADRAFT_136776
Pp1s131_119V6.1	PHYPADRAFT_166981
Pp1s131_122V6.1	PHYPADRAFT_85169
Pp1s131_123V6.1	PHYPADRAFT_189333
Pp1s131_128V6.1	PHYPADRAFT_136639,PHYPADRAFT_136643
Pp1s131_131V6.1	PHYPADRAFT_189336
Pp1s131_134V6.1	PHYPADRAFT_85174
Pp1s131_134V6.2	PHYPADRAFT_85174
Pp1s131_137V6.1	PHYPADRAFT_85176
Pp1s131_139V6.1	PHYPADRAFT_136724
Pp1s131_142V6.1	PHYPADRAFT_85178
Pp1s131_151V6.1	PHYPADRAFT_136746
Pp1s131_152V6.1	PHYPADRAFT_136794
Pp1s131_153V6.1	PHYPADRAFT_85183
Pp1s131_153V6.2	PHYPADRAFT_85183
Pp1s131_154V6.1	PHYPADRAFT_189346
Pp1s131_157V6.1	PHYPADRAFT_85185
Pp1s131_157V6.2	PHYPADRAFT_85185
Pp1s131_158V6.1	PHYPADRAFT_85186
Pp1s131_164V6.1	PHYPADRAFT_85189
Pp1s131_166V6.1	PHYPADRAFT_85189
Pp1s131_16V6.1	PHYPADRAFT_166955
Pp1s131_171V6.1	PHYPADRAFT_85192
Pp1s131_174V6.1	PHYPADRAFT_166992
Pp1s131_175V6.1	PHYPADRAFT_110121
Pp1s131_176V6.1	PHYPADRAFT_85196
Pp1s131_177V6.1	PHYPADRAFT_53765
Pp1s131_177V6.2	PHYPADRAFT_53765
Pp1s131_178V6.1	PHYPADRAFT_166996
Pp1s131_17V6.1	PHYPADRAFT_38805
Pp1s131_182V6.1	PHYPADRAFT_18944
Pp1s131_184V6.1	PHYPADRAFT_18875
Pp1s131_189V6.1	PHYPADRAFT_189362
Pp1s131_191V6.1	PHYPADRAFT_136675
Pp1s131_193V6.1	PHYPADRAFT_136708
Pp1s131_194V6.1	PHYPADRAFT_85207
Pp1s131_194V6.2	PHYPADRAFT_85207
Pp1s131_195V6.1	PHYPADRAFT_216676
Pp1s131_196V6.1	PHYPADRAFT_47113
Pp1s131_197V6.1	PHYPADRAFT_136778
Pp1s131_199V6.1	PHYPADRAFT_136759
Pp1s131_199V6.2	PHYPADRAFT_136759,PHYPADRAFT_85211
Pp1s131_199V6.3	PHYPADRAFT_136759,PHYPADRAFT_85211
Pp1s131_1V6.1	PHYPADRAFT_85101
Pp1s131_203V6.1	PHYPADRAFT_85213
Pp1s131_21V6.1	PHYPADRAFT_166957
Pp1s131_22V6.1	PHYPADRAFT_189288
Pp1s131_22V6.2	PHYPADRAFT_189288
Pp1s131_23V6.1	PHYPADRAFT_85118
Pp1s131_25V6.1	PHYPADRAFT_189292
Pp1s131_2V6.1	PHYPADRAFT_85101
Pp1s131_30V6.1	PHYPADRAFT_166960
Pp1s131_32V6.1	PHYPADRAFT_58851
Pp1s131_34V6.1	PHYPADRAFT_216605
Pp1s131_37V6.1	PHYPADRAFT_85124
Pp1s131_38V6.1	PHYPADRAFT_166963
Pp1s131_3V6.1	PHYPADRAFT_85102
Pp1s131_3V6.2	PHYPADRAFT_85102
Pp1s131_40V6.1	PHYPADRAFT_136703
Pp1s131_41V6.1	PHYPADRAFT_85127
Pp1s131_44V6.1	PHYPADRAFT_85128
Pp1s131_49V6.1	PHYPADRAFT_166965
Pp1s131_4V6.1	PHYPADRAFT_136740
Pp1s131_50V6.1	PHYPADRAFT_166966
Pp1s131_50V6.2	PHYPADRAFT_166966
Pp1s131_52V6.1	PHYPADRAFT_85133
Pp1s131_58V6.1	PHYPADRAFT_136713
Pp1s131_61V6.1	PHYPADRAFT_85136
Pp1s131_63V6.1	PHYPADRAFT_85137
Pp1s131_64V6.1	PHYPADRAFT_136743
Pp1s131_65V6.1	PHYPADRAFT_136667
Pp1s131_66V6.1	PHYPADRAFT_166969
Pp1s131_67V6.1	PHYPADRAFT_136723
Pp1s131_6V6.1	PHYPADRAFT_189273
Pp1s131_71V6.1	PHYPADRAFT_63006
Pp1s131_71V6.2	PHYPADRAFT_63006
Pp1s131_71V6.3	PHYPADRAFT_63006
Pp1s131_71V6.4	PHYPADRAFT_63006
Pp1s131_72V6.1	PHYPADRAFT_136699
Pp1s131_74V6.1	PHYPADRAFT_189316
Pp1s131_75V6.1	PHYPADRAFT_136779
Pp1s131_7V6.1	PHYPADRAFT_136749
Pp1s131_90V6.1	PHYPADRAFT_85149
Pp1s131_91V6.1	PHYPADRAFT_216630
Pp1s131_94V6.1	PHYPADRAFT_189322
Pp1s131_95V6.1	PHYPADRAFT_85152
Pp1s131_96V6.1	PHYPADRAFT_136649
Pp1s131_9V6.1	PHYPADRAFT_216589
Pp1s131_9V6.2	PHYPADRAFT_216589
Pp1s131_9V6.3	PHYPADRAFT_216589
Pp1s132_108V6.1	PHYPADRAFT_231488
Pp1s132_111V6.1	PHYPADRAFT_231489
Pp1s132_120V6.1	PHYPADRAFT_136797
Pp1s132_136V6.1	PHYPADRAFT_19653
Pp1s132_139V6.1	PHYPADRAFT_189400
Pp1s132_141V6.1	PHYPADRAFT_231496
Pp1s132_141V6.2	PHYPADRAFT_231496
Pp1s132_148V6.1	PHYPADRAFT_136869
Pp1s132_149V6.1	PHYPADRAFT_232764
Pp1s132_149V6.2	PHYPADRAFT_232764
Pp1s132_149V6.3	PHYPADRAFT_232764
Pp1s132_149V6.4	PHYPADRAFT_232764
Pp1s132_158V6.1	PHYPADRAFT_136879
Pp1s132_162V6.1	PHYPADRAFT_234361
Pp1s132_168V6.1	PHYPADRAFT_19317
Pp1s132_172V6.1	PHYPADRAFT_136867
Pp1s132_175V6.1	PHYPADRAFT_232765
Pp1s132_176V6.1	PHYPADRAFT_216713
Pp1s132_176V6.2	PHYPADRAFT_216713
Pp1s132_178V6.1	PHYPADRAFT_136800
Pp1s132_179V6.1	PHYPADRAFT_136840
Pp1s132_180V6.1	PHYPADRAFT_15403
Pp1s132_186V6.1	PHYPADRAFT_136845
Pp1s132_188V6.1	PHYPADRAFT_216725
Pp1s132_188V6.2	PHYPADRAFT_216725
Pp1s132_189V6.1	PHYPADRAFT_234372
Pp1s132_191V6.1	PHYPADRAFT_136858
Pp1s132_192V6.1	PHYPADRAFT_136860
Pp1s132_194V6.1	PHYPADRAFT_231519
Pp1s132_197V6.1	PHYPADRAFT_136878
Pp1s132_19V6.1	PHYPADRAFT_189373
Pp1s132_201V6.1	PHYPADRAFT_24917
Pp1s132_26V6.1	PHYPADRAFT_58869
Pp1s132_26V6.2	PHYPADRAFT_58869
Pp1s132_29V6.1	PHYPADRAFT_85235
Pp1s132_34V6.1	PHYPADRAFT_39058
Pp1s132_34V6.2	PHYPADRAFT_39058
Pp1s132_40V6.1	PHYPADRAFT_136829
Pp1s132_45V6.1	PHYPADRAFT_231469
Pp1s132_47V6.1	PHYPADRAFT_216690
Pp1s132_52V6.1	PHYPADRAFT_136811
Pp1s132_58V6.1	PHYPADRAFT_136875
Pp1s132_59V6.1	PHYPADRAFT_231474
Pp1s132_61V6.1	PHYPADRAFT_234351
Pp1s132_62V6.1	PHYPADRAFT_216696
Pp1s132_63V6.1	PHYPADRAFT_231477
Pp1s132_65V6.1	PHYPADRAFT_231478
Pp1s132_73V6.1	PHYPADRAFT_234354
Pp1s132_74V6.1	PHYPADRAFT_234354
Pp1s132_81V6.1	PHYPADRAFT_16386
Pp1s132_84V6.1	PHYPADRAFT_231484
Pp1s132_84V6.2	PHYPADRAFT_231484
Pp1s132_85V6.1	PHYPADRAFT_231484
Pp1s132_94V6.1	PHYPADRAFT_234356
Pp1s132_95V6.1	PHYPADRAFT_136815
Pp1s132_95V6.2	PHYPADRAFT_136815
Pp1s132_9V6.1	PHYPADRAFT_85221
Pp1s133_100V6.1	PHYPADRAFT_167038
Pp1s133_101V6.1	PHYPADRAFT_85360
Pp1s133_101V6.2	PHYPADRAFT_85360
Pp1s133_102V6.1	PHYPADRAFT_107144
Pp1s133_103V6.1	PHYPADRAFT_136891
Pp1s133_105V6.1	PHYPADRAFT_48042
Pp1s133_107V6.1	PHYPADRAFT_48043
Pp1s133_109V6.1	PHYPADRAFT_85366
Pp1s133_10V6.1	PHYPADRAFT_136941
Pp1s133_110V6.1	PHYPADRAFT_85367
Pp1s133_111V6.1	PHYPADRAFT_85367
Pp1s133_112V6.1	PHYPADRAFT_167044
Pp1s133_119V6.1	PHYPADRAFT_85372
Pp1s133_11V6.1	PHYPADRAFT_39606
Pp1s133_122V6.1	PHYPADRAFT_85373
Pp1s133_124V6.1	PHYPADRAFT_85374
Pp1s133_127V6.1	PHYPADRAFT_167045
Pp1s133_127V6.2	PHYPADRAFT_167045
Pp1s133_132V6.1	PHYPADRAFT_85377
Pp1s133_139V6.1	PHYPADRAFT_167046
Pp1s133_13V6.1	PHYPADRAFT_167011
Pp1s133_142V6.1	PHYPADRAFT_85383
Pp1s133_16V6.1	PHYPADRAFT_216740
Pp1s133_16V6.2	PHYPADRAFT_216740
Pp1s133_17V6.1	PHYPADRAFT_167013
Pp1s133_17V6.2	PHYPADRAFT_167013
Pp1s133_17V6.3	PHYPADRAFT_167013
Pp1s133_18V6.1	PHYPADRAFT_85308
Pp1s133_20V6.1	PHYPADRAFT_85309
Pp1s133_21V6.1	PHYPADRAFT_189440
Pp1s133_24V6.1	PHYPADRAFT_136942
Pp1s133_24V6.2	PHYPADRAFT_136942
Pp1s133_24V6.3	PHYPADRAFT_136942
Pp1s133_25V6.1	PHYPADRAFT_216751
Pp1s133_25V6.2	PHYPADRAFT_216751
Pp1s133_25V6.3	PHYPADRAFT_216751
Pp1s133_25V6.4	PHYPADRAFT_216751
Pp1s133_26V6.1	PHYPADRAFT_136956
Pp1s133_27V6.1	PHYPADRAFT_85314
Pp1s133_28V6.1	PHYPADRAFT_85314
Pp1s133_30V6.1	PHYPADRAFT_136931
Pp1s133_32V6.1	PHYPADRAFT_136977
Pp1s133_33V6.1	PHYPADRAFT_167021
Pp1s133_35V6.1	PHYPADRAFT_136896
Pp1s133_36V6.1	PHYPADRAFT_136893
Pp1s133_38V6.1	PHYPADRAFT_12134
Pp1s133_41V6.1	PHYPADRAFT_136929
Pp1s133_43V6.1	PHYPADRAFT_136950
Pp1s133_44V6.1	PHYPADRAFT_110122
Pp1s133_44V6.2	PHYPADRAFT_110122
Pp1s133_50V6.1	PHYPADRAFT_85328
Pp1s133_51V6.1	PHYPADRAFT_136943
Pp1s133_56V6.1	PHYPADRAFT_136986,PHYPADRAFT_216765
Pp1s133_57V6.1	PHYPADRAFT_85331
