Gene	pd_id
Pp1s275_104V6.1	PHYPADRAFT_95190
Pp1s275_105V6.1	PHYPADRAFT_95190
Pp1s275_106V6.1	PHYPADRAFT_224019
Pp1s275_107V6.1	PHYPADRAFT_171107
Pp1s275_10V6.1	PHYPADRAFT_196784
Pp1s275_10V6.2	PHYPADRAFT_196784
Pp1s275_12V6.1	PHYPADRAFT_95146
Pp1s275_14V6.1	PHYPADRAFT_95148
Pp1s275_15V6.1	PHYPADRAFT_95149
Pp1s275_19V6.1	PHYPADRAFT_171090
Pp1s275_20V6.1	PHYPADRAFT_171090
Pp1s275_27V6.1	PHYPADRAFT_171091
Pp1s275_28V6.1	PHYPADRAFT_171091
Pp1s275_29V6.1	PHYPADRAFT_171091
Pp1s275_2V6.1	PHYPADRAFT_196781
Pp1s275_35V6.1	PHYPADRAFT_223991
Pp1s275_35V6.2	PHYPADRAFT_223991
Pp1s275_35V6.3	PHYPADRAFT_223991
Pp1s275_35V6.4	PHYPADRAFT_223991
Pp1s275_36V6.1	PHYPADRAFT_148298
Pp1s275_36V6.2	PHYPADRAFT_148298
Pp1s275_39V6.1	PHYPADRAFT_95156
Pp1s275_40V6.1	PHYPADRAFT_95156
Pp1s275_45V6.1	PHYPADRAFT_5940
Pp1s275_45V6.2	PHYPADRAFT_5940
Pp1s275_45V6.3	PHYPADRAFT_5940
Pp1s275_45V6.4	PHYPADRAFT_5940
Pp1s275_45V6.5	PHYPADRAFT_5940
Pp1s275_48V6.1	PHYPADRAFT_95159
Pp1s275_53V6.1	PHYPADRAFT_171095
Pp1s275_54V6.1	PHYPADRAFT_95162
Pp1s275_58V6.1	PHYPADRAFT_95165
Pp1s275_59V6.1	PHYPADRAFT_95165
Pp1s275_62V6.1	PHYPADRAFT_60709
Pp1s275_62V6.2	PHYPADRAFT_60709
Pp1s275_63V6.1	PHYPADRAFT_148314
Pp1s275_63V6.2	PHYPADRAFT_148314
Pp1s275_63V6.3	PHYPADRAFT_148314
Pp1s275_66V6.1	PHYPADRAFT_148260
Pp1s275_67V6.1	PHYPADRAFT_171099
Pp1s275_68V6.1	PHYPADRAFT_196803
Pp1s275_68V6.2	PHYPADRAFT_196803
Pp1s275_68V6.3	PHYPADRAFT_196803
Pp1s275_68V6.4	PHYPADRAFT_196803
Pp1s275_69V6.1	PHYPADRAFT_148295
Pp1s275_72V6.1	PHYPADRAFT_95172
Pp1s275_73V6.1	PHYPADRAFT_171101
Pp1s275_75V6.1	PHYPADRAFT_148264
Pp1s275_80V6.1	PHYPADRAFT_95176
Pp1s275_81V6.1	PHYPADRAFT_148302
Pp1s275_82V6.1	PHYPADRAFT_95178
Pp1s275_83V6.1	PHYPADRAFT_148281
Pp1s275_85V6.1	PHYPADRAFT_95181
Pp1s275_86V6.1	PHYPADRAFT_95180
Pp1s275_87V6.1	PHYPADRAFT_95182
Pp1s275_87V6.2	PHYPADRAFT_95182
Pp1s275_94V6.1	PHYPADRAFT_95184
Pp1s275_99V6.1	PHYPADRAFT_196810
Pp1s275_99V6.2	PHYPADRAFT_196810
Pp1s276_100V6.1	PHYPADRAFT_171136
Pp1s276_103V6.1	PHYPADRAFT_171137
Pp1s276_104V6.1	PHYPADRAFT_95255
Pp1s276_104V6.2	PHYPADRAFT_95255
Pp1s276_105V6.1	PHYPADRAFT_95255
Pp1s276_108V6.1	PHYPADRAFT_148351
Pp1s276_110V6.1	PHYPADRAFT_148330
Pp1s276_11V6.1	PHYPADRAFT_148335
Pp1s276_11V6.2	PHYPADRAFT_148335
Pp1s276_12V6.1	PHYPADRAFT_148329
Pp1s276_13V6.1	PHYPADRAFT_95200
Pp1s276_14V6.1	PHYPADRAFT_171112
Pp1s276_20V6.1	PHYPADRAFT_95204
Pp1s276_21V6.1	PHYPADRAFT_60721
Pp1s276_23V6.1	PHYPADRAFT_224035
Pp1s276_23V6.2	PHYPADRAFT_224035
Pp1s276_25V6.1	PHYPADRAFT_171115
Pp1s276_27V6.1	PHYPADRAFT_224039
Pp1s276_2V6.1	PHYPADRAFT_224024
Pp1s276_39V6.1	PHYPADRAFT_95217,PHYPADRAFT_95218
Pp1s276_3V6.1	PHYPADRAFT_47830
Pp1s276_40V6.1	PHYPADRAFT_95218
Pp1s276_40V6.2	PHYPADRAFT_95218
Pp1s276_42V6.1	PHYPADRAFT_224041
Pp1s276_43V6.1	PHYPADRAFT_110480
Pp1s276_50V6.1	PHYPADRAFT_196844
Pp1s276_51V6.1	PHYPADRAFT_171121
Pp1s276_52V6.1	PHYPADRAFT_22681
Pp1s276_53V6.1	PHYPADRAFT_148331
Pp1s276_56V6.1	PHYPADRAFT_171122
Pp1s276_57V6.1	PHYPADRAFT_95231
Pp1s276_57V6.2	PHYPADRAFT_95231
Pp1s276_61V6.1	PHYPADRAFT_171123
Pp1s276_63V6.1	PHYPADRAFT_32141
Pp1s276_64V6.1	PHYPADRAFT_95235
Pp1s276_65V6.1	PHYPADRAFT_95235
Pp1s276_67V6.1	PHYPADRAFT_108509
Pp1s276_72V6.1	PHYPADRAFT_148338
Pp1s276_75V6.1	PHYPADRAFT_110482
Pp1s276_76V6.1	PHYPADRAFT_148381
Pp1s276_77V6.1	PHYPADRAFT_224057
Pp1s276_78V6.1	PHYPADRAFT_148399
Pp1s276_79V6.1	PHYPADRAFT_148393
Pp1s276_83V6.1	PHYPADRAFT_224061
Pp1s276_86V6.1	PHYPADRAFT_171132
Pp1s276_89V6.1	PHYPADRAFT_171133
Pp1s276_90V6.1	PHYPADRAFT_171133
Pp1s276_96V6.1	PHYPADRAFT_171134
Pp1s276_97V6.1	PHYPADRAFT_196863
Pp1s276_97V6.2	PHYPADRAFT_196863
Pp1s276_97V6.3	PHYPADRAFT_196863
Pp1s276_97V6.4	PHYPADRAFT_196863
Pp1s276_97V6.5	PHYPADRAFT_196863
Pp1s2770_1V6.1	PHYPADRAFT_103514
Pp1s2773_2V6.1	PHYPADRAFT_103518
Pp1s277_10V6.1	PHYPADRAFT_60733
Pp1s277_10V6.2	PHYPADRAFT_60733
Pp1s277_10V6.3	PHYPADRAFT_60733
Pp1s277_11V6.1	PHYPADRAFT_171143
Pp1s277_14V6.1	PHYPADRAFT_8874
Pp1s277_18V6.1	PHYPADRAFT_148427
Pp1s277_1V6.1	PHYPADRAFT_95259
Pp1s277_20V6.1	PHYPADRAFT_171144
Pp1s277_23V6.1	PHYPADRAFT_148461
Pp1s277_2V6.1	PHYPADRAFT_224076
Pp1s277_2V6.2	PHYPADRAFT_224076
Pp1s277_2V6.3	PHYPADRAFT_224076
Pp1s277_31V6.1	PHYPADRAFT_95275
Pp1s277_32V6.1	PHYPADRAFT_171147
Pp1s277_34V6.1	PHYPADRAFT_148437,PHYPADRAFT_95278
Pp1s277_37V6.1	PHYPADRAFT_4853
Pp1s277_39V6.1	PHYPADRAFT_196886
Pp1s277_39V6.2	PHYPADRAFT_196886
Pp1s277_41V6.1	PHYPADRAFT_108518
Pp1s277_44V6.1	PHYPADRAFT_171152
Pp1s277_44V6.2	PHYPADRAFT_171152
Pp1s277_46V6.1	PHYPADRAFT_95285
Pp1s277_47V6.1	PHYPADRAFT_95286
Pp1s277_48V6.1	PHYPADRAFT_148415
Pp1s277_49V6.1	PHYPADRAFT_148421
Pp1s277_57V6.1	PHYPADRAFT_224094
Pp1s277_58V6.1	PHYPADRAFT_148402
Pp1s277_60V6.1	PHYPADRAFT_95292
Pp1s277_64V6.1	PHYPADRAFT_171154
Pp1s277_69V6.1	PHYPADRAFT_196895
Pp1s277_6V6.1	PHYPADRAFT_95262
Pp1s277_77V6.1	PHYPADRAFT_148429
Pp1s277_78V6.1	PHYPADRAFT_5004
Pp1s277_78V6.2	PHYPADRAFT_5004
Pp1s277_79V6.1	PHYPADRAFT_95302
Pp1s277_85V6.1	PHYPADRAFT_95305
Pp1s277_86V6.1	PHYPADRAFT_196903
Pp1s277_88V6.1	PHYPADRAFT_224109
Pp1s277_94V6.1	PHYPADRAFT_148449
Pp1s278_13V6.1	PHYPADRAFT_148478
Pp1s278_22V6.1	PHYPADRAFT_148484
Pp1s278_25V6.1	PHYPADRAFT_95328
Pp1s278_33V6.1	PHYPADRAFT_171169
Pp1s278_33V6.2	PHYPADRAFT_171169
Pp1s278_34V6.1	PHYPADRAFT_171170
Pp1s278_39V6.1	PHYPADRAFT_29466
Pp1s278_39V6.2	PHYPADRAFT_29466
Pp1s278_39V6.3	PHYPADRAFT_29466
Pp1s278_53V6.1	PHYPADRAFT_171173
Pp1s278_53V6.2	PHYPADRAFT_171173
Pp1s278_53V6.3	PHYPADRAFT_171173
Pp1s278_9V6.1	PHYPADRAFT_171163
Pp1s279_10V6.1	PHYPADRAFT_95352
Pp1s279_11V6.1	PHYPADRAFT_148530
Pp1s279_11V6.2	PHYPADRAFT_148530
Pp1s279_16V6.1	PHYPADRAFT_196926
Pp1s279_17V6.1	PHYPADRAFT_171179
Pp1s279_1V6.1	PHYPADRAFT_196919
Pp1s279_23V6.1	PHYPADRAFT_171180
Pp1s279_24V6.1	PHYPADRAFT_95360
Pp1s279_26V6.1	PHYPADRAFT_171181
Pp1s279_27V6.1	PHYPADRAFT_148544
Pp1s279_29V6.1	PHYPADRAFT_60751
Pp1s279_34V6.1	PHYPADRAFT_148539
Pp1s279_34V6.2	PHYPADRAFT_148539
Pp1s279_34V6.3	PHYPADRAFT_148539
Pp1s279_35V6.1	PHYPADRAFT_21980
Pp1s279_37V6.1	PHYPADRAFT_148526
Pp1s279_38V6.1	PHYPADRAFT_171185
Pp1s279_42V6.1	PHYPADRAFT_171186
Pp1s279_43V6.1	PHYPADRAFT_148519
Pp1s279_43V6.2	PHYPADRAFT_148519
Pp1s279_47V6.1	PHYPADRAFT_95371
Pp1s279_49V6.1	PHYPADRAFT_95372
Pp1s279_53V6.1	PHYPADRAFT_196945
Pp1s279_54V6.1	PHYPADRAFT_108531
Pp1s279_58V6.1	PHYPADRAFT_224154
Pp1s279_58V6.2	PHYPADRAFT_224154
Pp1s279_71V6.1	PHYPADRAFT_148515
Pp1s279_72V6.1	PHYPADRAFT_171194
Pp1s279_72V6.2	PHYPADRAFT_171194
Pp1s279_72V6.3	PHYPADRAFT_171194
Pp1s279_74V6.1	PHYPADRAFT_148543
Pp1s279_75V6.1	PHYPADRAFT_95388
Pp1s279_76V6.1	PHYPADRAFT_95388
Pp1s279_78V6.1	PHYPADRAFT_95390
Pp1s279_82V6.1	PHYPADRAFT_95391
Pp1s279_83V6.1	PHYPADRAFT_95392
Pp1s279_85V6.1	PHYPADRAFT_148520
Pp1s279_86V6.1	PHYPADRAFT_60756
Pp1s279_9V6.1	PHYPADRAFT_148548
Pp1s27_101V6.1	PHYPADRAFT_70228
Pp1s27_102V6.1	PHYPADRAFT_70229
Pp1s27_117V6.1	PHYPADRAFT_70238
Pp1s27_120V6.1	PHYPADRAFT_28822
Pp1s27_121V6.1	PHYPADRAFT_119132
Pp1s27_125V6.1	PHYPADRAFT_160851
Pp1s27_129V6.1	PHYPADRAFT_160852
Pp1s27_130V6.1	PHYPADRAFT_205373
Pp1s27_132V6.1	PHYPADRAFT_47025
Pp1s27_140V6.1	PHYPADRAFT_160856
Pp1s27_143V6.1	PHYPADRAFT_70254
Pp1s27_154V6.1	PHYPADRAFT_160857
Pp1s27_155V6.1	PHYPADRAFT_160858
Pp1s27_15V6.1	PHYPADRAFT_70177
Pp1s27_171V6.1	PHYPADRAFT_45515
Pp1s27_172V6.1	PHYPADRAFT_160860
Pp1s27_173V6.1	PHYPADRAFT_160860
Pp1s27_174V6.1	PHYPADRAFT_160860
Pp1s27_179V6.1	PHYPADRAFT_70268
Pp1s27_180V6.1	PHYPADRAFT_70269
Pp1s27_184V6.1	PHYPADRAFT_160862
Pp1s27_184V6.2	PHYPADRAFT_70272
Pp1s27_186V6.1	PHYPADRAFT_70272
Pp1s27_188V6.1	PHYPADRAFT_119075
Pp1s27_188V6.2	PHYPADRAFT_119075
Pp1s27_189V6.1	PHYPADRAFT_205380
Pp1s27_190V6.1	PHYPADRAFT_70276
Pp1s27_191V6.1	PHYPADRAFT_118964
Pp1s27_192V6.1	PHYPADRAFT_119035
Pp1s27_193V6.1	PHYPADRAFT_70279
Pp1s27_195V6.1	PHYPADRAFT_56062,PHYPADRAFT_70281
Pp1s27_197V6.1	PHYPADRAFT_70282
Pp1s27_198V6.1	PHYPADRAFT_205382
Pp1s27_1V6.1	PHYPADRAFT_70172
Pp1s27_201V6.1	PHYPADRAFT_56064
Pp1s27_205V6.1	PHYPADRAFT_160865
Pp1s27_207V6.1	PHYPADRAFT_205387
Pp1s27_216V6.1	PHYPADRAFT_119104
Pp1s27_218V6.1	PHYPADRAFT_160867
Pp1s27_221V6.1	PHYPADRAFT_160868
Pp1s27_223V6.1	PHYPADRAFT_160869
Pp1s27_228V6.1	PHYPADRAFT_70298
Pp1s27_231V6.1	PHYPADRAFT_177925
Pp1s27_234V6.1	PHYPADRAFT_56066
Pp1s27_234V6.2	PHYPADRAFT_56066
Pp1s27_236V6.1	PHYPADRAFT_70303
Pp1s27_239V6.1	PHYPADRAFT_118953
Pp1s27_239V6.2	PHYPADRAFT_118953
Pp1s27_239V6.3	PHYPADRAFT_118953
Pp1s27_240V6.1	PHYPADRAFT_42568
Pp1s27_240V6.2	PHYPADRAFT_42568
Pp1s27_240V6.3	PHYPADRAFT_42568
Pp1s27_240V6.4	PHYPADRAFT_42568
Pp1s27_243V6.1	PHYPADRAFT_70307
Pp1s27_245V6.1	PHYPADRAFT_160875
Pp1s27_246V6.1	PHYPADRAFT_56067
Pp1s27_248V6.1	PHYPADRAFT_177939
Pp1s27_250V6.1	PHYPADRAFT_160878
Pp1s27_251V6.1	PHYPADRAFT_119147
Pp1s27_252V6.1	PHYPADRAFT_205407
Pp1s27_253V6.1	PHYPADRAFT_160880
Pp1s27_254V6.1	PHYPADRAFT_118969
Pp1s27_255V6.1	PHYPADRAFT_177951
Pp1s27_256V6.1	PHYPADRAFT_177951
Pp1s27_257V6.1	PHYPADRAFT_119001
Pp1s27_258V6.1	PHYPADRAFT_160884
Pp1s27_258V6.2	PHYPADRAFT_160884
Pp1s27_259V6.1	PHYPADRAFT_160885
Pp1s27_260V6.1	PHYPADRAFT_70322
Pp1s27_262V6.1	PHYPADRAFT_70323
Pp1s27_263V6.1	PHYPADRAFT_70324
Pp1s27_266V6.1	PHYPADRAFT_119144
Pp1s27_267V6.1	PHYPADRAFT_70326
Pp1s27_271V6.1	PHYPADRAFT_177953
Pp1s27_273V6.1	PHYPADRAFT_29816
Pp1s27_275V6.1	PHYPADRAFT_205419
Pp1s27_275V6.2	PHYPADRAFT_205419
Pp1s27_27V6.1	PHYPADRAFT_177879
Pp1s27_28V6.1	PHYPADRAFT_160838
Pp1s27_28V6.2	PHYPADRAFT_160838
Pp1s27_297V6.1	PHYPADRAFT_70340
Pp1s27_29V6.1	PHYPADRAFT_205345
Pp1s27_304V6.1	PHYPADRAFT_160890
Pp1s27_304V6.2	PHYPADRAFT_160890
Pp1s27_305V6.1	PHYPADRAFT_160891
Pp1s27_305V6.2	PHYPADRAFT_160891
Pp1s27_307V6.1	PHYPADRAFT_46358
Pp1s27_318V6.1	PHYPADRAFT_160893
Pp1s27_321V6.1	PHYPADRAFT_118958
Pp1s27_322V6.1	PHYPADRAFT_70350
Pp1s27_323V6.1	PHYPADRAFT_70351
Pp1s27_326V6.1	PHYPADRAFT_160895
Pp1s27_327V6.1	PHYPADRAFT_105138
Pp1s27_330V6.1	PHYPADRAFT_160897
Pp1s27_331V6.1	PHYPADRAFT_205434
Pp1s27_332V6.1	PHYPADRAFT_70357
Pp1s27_338V6.1	PHYPADRAFT_70363
Pp1s27_341V6.1	PHYPADRAFT_70365
Pp1s27_343V6.1	PHYPADRAFT_160900
Pp1s27_344V6.1	PHYPADRAFT_70368
Pp1s27_356V6.1	PHYPADRAFT_119139
Pp1s27_359V6.1	PHYPADRAFT_25200
Pp1s27_360V6.1	PHYPADRAFT_160902
Pp1s27_361V6.1	PHYPADRAFT_119069
Pp1s27_363V6.1	PHYPADRAFT_29074
Pp1s27_365V6.1	PHYPADRAFT_177976,PHYPADRAFT_70388
Pp1s27_368V6.1	PHYPADRAFT_177977
Pp1s27_369V6.1	PHYPADRAFT_160906
Pp1s27_370V6.1	PHYPADRAFT_177980
Pp1s27_371V6.2	PHYPADRAFT_26101
Pp1s27_374V6.1	PHYPADRAFT_119032
Pp1s27_376V6.1	PHYPADRAFT_205447
Pp1s27_378V6.1	PHYPADRAFT_177988
Pp1s27_42V6.1	PHYPADRAFT_119089
Pp1s27_45V6.1	PHYPADRAFT_70198
Pp1s27_46V6.1	PHYPADRAFT_70199
Pp1s27_47V6.1	PHYPADRAFT_70200
Pp1s27_49V6.1	PHYPADRAFT_119152
Pp1s27_51V6.1	PHYPADRAFT_70203
Pp1s27_70V6.1	PHYPADRAFT_119103
Pp1s27_73V6.1	PHYPADRAFT_70210
Pp1s27_74V6.1	PHYPADRAFT_205346
Pp1s27_76V6.1	PHYPADRAFT_41851
Pp1s27_76V6.2	PHYPADRAFT_41851
Pp1s27_81V6.1	PHYPADRAFT_205352
Pp1s27_83V6.1	PHYPADRAFT_70217
Pp1s27_86V6.1	PHYPADRAFT_118987
Pp1s27_86V6.2	PHYPADRAFT_118987
Pp1s27_86V6.3	PHYPADRAFT_118987
Pp1s27_91V6.1	PHYPADRAFT_49544
Pp1s27_92V6.1	PHYPADRAFT_119080
Pp1s27_97V6.1	PHYPADRAFT_105126
Pp1s27_98V6.1	PHYPADRAFT_70227
Pp1s27_99V6.1	PHYPADRAFT_70227
Pp1s27_9V6.1	PHYPADRAFT_70176
Pp1s280_10V6.1	PHYPADRAFT_95405
Pp1s280_12V6.1	PHYPADRAFT_95406
Pp1s280_13V6.1	PHYPADRAFT_60757
Pp1s280_13V6.2	PHYPADRAFT_60757
Pp1s280_14V6.1	PHYPADRAFT_148594
Pp1s280_19V6.1	PHYPADRAFT_171199
Pp1s280_20V6.1	PHYPADRAFT_171199
Pp1s280_23V6.1	PHYPADRAFT_196970
Pp1s280_26V6.1	PHYPADRAFT_148574
Pp1s280_26V6.2	PHYPADRAFT_148574
Pp1s280_27V6.1	PHYPADRAFT_6803
Pp1s280_28V6.1	PHYPADRAFT_224180
Pp1s280_30V6.1	PHYPADRAFT_148600
Pp1s280_32V6.1	PHYPADRAFT_148564
Pp1s280_36V6.1	PHYPADRAFT_196982
Pp1s280_36V6.2	PHYPADRAFT_196982
Pp1s280_37V6.1	PHYPADRAFT_95421
Pp1s280_39V6.1	PHYPADRAFT_171206
Pp1s280_39V6.2	PHYPADRAFT_171206
Pp1s280_45V6.1	PHYPADRAFT_148562,PHYPADRAFT_196984
Pp1s280_48V6.1	PHYPADRAFT_196988
Pp1s280_49V6.1	PHYPADRAFT_196989
Pp1s280_51V6.1	PHYPADRAFT_224194
Pp1s280_51V6.2	PHYPADRAFT_224194
Pp1s280_51V6.3	PHYPADRAFT_224194
Pp1s280_51V6.4	PHYPADRAFT_224194
Pp1s280_53V6.1	PHYPADRAFT_95428
Pp1s280_55V6.1	PHYPADRAFT_171213
Pp1s280_57V6.1	PHYPADRAFT_148563
Pp1s280_63V6.1	PHYPADRAFT_148557
Pp1s280_66V6.1	PHYPADRAFT_148565
Pp1s280_69V6.1	PHYPADRAFT_197002
Pp1s280_70V6.1	PHYPADRAFT_171216
Pp1s280_7V6.1	PHYPADRAFT_224167
Pp1s280_8V6.1	PHYPADRAFT_95404
Pp1s2817_1V6.1	PHYPADRAFT_103519
Pp1s281_100V6.1	PHYPADRAFT_95505
Pp1s281_101V6.1	PHYPADRAFT_148684
Pp1s281_105V6.1	PHYPADRAFT_46084
Pp1s281_108V6.1	PHYPADRAFT_148700
Pp1s281_110V6.1	PHYPADRAFT_148638
Pp1s281_111V6.1	PHYPADRAFT_197057
Pp1s281_113V6.1	PHYPADRAFT_95512
Pp1s281_115V6.1	PHYPADRAFT_42241
Pp1s281_119V6.1	PHYPADRAFT_95516
Pp1s281_120V6.1	PHYPADRAFT_171239
Pp1s281_121V6.1	PHYPADRAFT_95518
Pp1s281_123V6.1	PHYPADRAFT_148670
Pp1s281_126V6.1	PHYPADRAFT_95520
Pp1s281_127V6.1	PHYPADRAFT_60782
Pp1s281_128V6.2	PHYPADRAFT_148698
Pp1s281_128V6.3	PHYPADRAFT_148698
Pp1s281_13V6.1	PHYPADRAFT_148633
Pp1s281_16V6.1	PHYPADRAFT_148705
Pp1s281_17V6.1	PHYPADRAFT_33937
Pp1s281_18V6.1	PHYPADRAFT_95457
Pp1s281_19V6.1	PHYPADRAFT_148636
Pp1s281_1V6.1	PHYPADRAFT_224206,PHYPADRAFT_95445
Pp1s281_20V6.1	PHYPADRAFT_148694
Pp1s281_23V6.1	PHYPADRAFT_171224
Pp1s281_26V6.1	PHYPADRAFT_171225
Pp1s281_28V6.1	PHYPADRAFT_95464
Pp1s281_32V6.1	PHYPADRAFT_60774,PHYPADRAFT_95465
Pp1s281_35V6.1	PHYPADRAFT_171226
Pp1s281_38V6.1	PHYPADRAFT_95470
Pp1s281_41V6.1	PHYPADRAFT_4890
Pp1s281_44V6.1	PHYPADRAFT_4892
Pp1s281_52V6.1	PHYPADRAFT_95476
Pp1s281_57V6.1	PHYPADRAFT_108547
Pp1s281_58V6.1	PHYPADRAFT_224233
Pp1s281_59V6.1	PHYPADRAFT_95480
Pp1s281_5V6.1	PHYPADRAFT_95447
Pp1s281_60V6.1	PHYPADRAFT_95481
Pp1s281_62V6.2	PHYPADRAFT_95483
Pp1s281_68V6.1	PHYPADRAFT_95486
Pp1s281_69V6.1	PHYPADRAFT_95487
Pp1s281_69V6.2	PHYPADRAFT_95487
Pp1s281_70V6.1	PHYPADRAFT_148683
Pp1s281_71V6.1	PHYPADRAFT_197034
Pp1s281_75V6.1	PHYPADRAFT_148691
Pp1s281_7V6.1	PHYPADRAFT_37614
Pp1s281_82V6.1	PHYPADRAFT_148664
Pp1s281_82V6.2	PHYPADRAFT_148664
Pp1s281_82V6.3	PHYPADRAFT_148664
Pp1s281_82V6.4	PHYPADRAFT_148664
Pp1s281_82V6.5	PHYPADRAFT_148664
Pp1s281_82V6.6	PHYPADRAFT_148664
Pp1s281_85V6.1	PHYPADRAFT_60779
Pp1s281_87V6.1	PHYPADRAFT_148610
Pp1s281_87V6.2	PHYPADRAFT_148610
Pp1s281_89V6.1	PHYPADRAFT_95498
Pp1s281_8V6.1	PHYPADRAFT_171219
Pp1s281_90V6.1	PHYPADRAFT_197045
Pp1s281_92V6.1	PHYPADRAFT_95501
Pp1s281_93V6.1	PHYPADRAFT_95502
Pp1s281_94V6.1	PHYPADRAFT_95503
Pp1s281_98V6.1	PHYPADRAFT_95505
Pp1s281_98V6.2	PHYPADRAFT_95505
Pp1s281_9V6.1	PHYPADRAFT_148653
Pp1s281_9V6.2	PHYPADRAFT_148653
Pp1s282_10V6.1	PHYPADRAFT_171243
Pp1s282_10V6.2	PHYPADRAFT_171243
Pp1s282_10V6.3	PHYPADRAFT_171243
Pp1s282_10V6.4	PHYPADRAFT_171243
Pp1s282_23V6.1	PHYPADRAFT_197069,PHYPADRAFT_95530
Pp1s282_25V6.1	PHYPADRAFT_197071
Pp1s282_26V6.1	PHYPADRAFT_108552
Pp1s282_27V6.1	PHYPADRAFT_95536
Pp1s282_27V6.2	PHYPADRAFT_95536
Pp1s282_2V6.1	PHYPADRAFT_171242
Pp1s282_2V6.2	PHYPADRAFT_171242
Pp1s282_30V6.1	PHYPADRAFT_171249
Pp1s282_30V6.2	PHYPADRAFT_171249
Pp1s282_30V6.3	PHYPADRAFT_171249
Pp1s282_31V6.1	PHYPADRAFT_95538
Pp1s282_34V6.1	PHYPADRAFT_171250
Pp1s282_36V6.1	PHYPADRAFT_95541
Pp1s282_40V6.1	PHYPADRAFT_95543
Pp1s282_41V6.1	PHYPADRAFT_171251
Pp1s282_42V6.1	PHYPADRAFT_171251
Pp1s282_43V6.1	PHYPADRAFT_95545
Pp1s282_44V6.1	PHYPADRAFT_95545
Pp1s282_45V6.1	PHYPADRAFT_148722
Pp1s282_50V6.1	PHYPADRAFT_171253
Pp1s282_51V6.1	PHYPADRAFT_171253
Pp1s282_55V6.1	PHYPADRAFT_171254
Pp1s282_57V6.1	PHYPADRAFT_95550
Pp1s282_59V6.1	PHYPADRAFT_171255
Pp1s282_59V6.2	PHYPADRAFT_171255
Pp1s282_68V6.1	PHYPADRAFT_171256
Pp1s282_70V6.1	PHYPADRAFT_148715
Pp1s282_74V6.1	PHYPADRAFT_95560
Pp1s282_7V6.1	PHYPADRAFT_148732
Pp1s282_80V6.1	PHYPADRAFT_171257
Pp1s282_84V6.1	PHYPADRAFT_95564
Pp1s282_8V6.1	PHYPADRAFT_95526
Pp1s282_9V6.1	PHYPADRAFT_95526
Pp1s2832_1V6.1	PHYPADRAFT_103521
Pp1s2832_3V6.1	PHYPADRAFT_103522
Pp1s2835_1V6.1	PHYPADRAFT_8856
Pp1s283_12V6.1	PHYPADRAFT_95571
Pp1s283_13V6.1	PHYPADRAFT_95571
Pp1s283_16V6.1	PHYPADRAFT_171260
Pp1s283_17V6.1	PHYPADRAFT_95573,PHYPADRAFT_95575
Pp1s283_20V6.1	PHYPADRAFT_8890
Pp1s283_22V6.1	PHYPADRAFT_171263
Pp1s283_22V6.2	PHYPADRAFT_171263
Pp1s283_25V6.1	PHYPADRAFT_148779
Pp1s283_26V6.1	PHYPADRAFT_5780
Pp1s283_27V6.1	PHYPADRAFT_148768
Pp1s283_28V6.1	PHYPADRAFT_49773
Pp1s283_2V6.1	PHYPADRAFT_2366
Pp1s283_30V6.1	PHYPADRAFT_95582
Pp1s283_31V6.1	PHYPADRAFT_95582
Pp1s283_34V6.1	PHYPADRAFT_95584
Pp1s283_38V6.1	PHYPADRAFT_95587
Pp1s283_39V6.1	PHYPADRAFT_95588
Pp1s283_40V6.1	PHYPADRAFT_95589
Pp1s283_42V6.1	PHYPADRAFT_95591
Pp1s283_43V6.1	PHYPADRAFT_95592
Pp1s283_48V6.1	PHYPADRAFT_95594
Pp1s283_48V6.2	PHYPADRAFT_95594
Pp1s283_49V6.1	PHYPADRAFT_171268
Pp1s283_50V6.1	PHYPADRAFT_224305
Pp1s283_51V6.1	PHYPADRAFT_95597
Pp1s283_53V6.1	PHYPADRAFT_197106
Pp1s283_53V6.2	PHYPADRAFT_197106
Pp1s283_53V6.3	PHYPADRAFT_197106
Pp1s283_5V6.1	PHYPADRAFT_197084
Pp1s283_60V6.1	PHYPADRAFT_224311
Pp1s283_60V6.2	PHYPADRAFT_224311
Pp1s283_61V6.1	PHYPADRAFT_95604
Pp1s283_62V6.1	PHYPADRAFT_95604
Pp1s283_63V6.1	PHYPADRAFT_171274
Pp1s283_72V6.1	PHYPADRAFT_171275
Pp1s283_75V6.1	PHYPADRAFT_95611
Pp1s283_76V6.1	PHYPADRAFT_171278
Pp1s283_77V6.1	PHYPADRAFT_95613
Pp1s283_79V6.1	PHYPADRAFT_95614
Pp1s283_7V6.1	PHYPADRAFT_148777
Pp1s283_80V6.1	PHYPADRAFT_95616
Pp1s283_80V6.2	PHYPADRAFT_95615
Pp1s283_80V6.3	PHYPADRAFT_95615
Pp1s283_81V6.1	PHYPADRAFT_171282
Pp1s283_85V6.1	PHYPADRAFT_95619
Pp1s283_86V6.1	PHYPADRAFT_171283
Pp1s283_87V6.1	PHYPADRAFT_148801
Pp1s283_88V6.1	PHYPADRAFT_148755
Pp1s283_91V6.1	PHYPADRAFT_95622
Pp1s283_9V6.1	PHYPADRAFT_148744
Pp1s284_10V6.1	PHYPADRAFT_148856
Pp1s284_11V6.1	PHYPADRAFT_148837
Pp1s284_13V6.1	PHYPADRAFT_95634
