accession	annotator_id	csid	date	value	source
Pp1s34_370V6.1	cosmoss		2009-06-30 12:40:57	CHR1547	cosmoss|V1.2-5_mapping_Phypa_20076
Pp1s35_164V6.1	cosmoss		2009-06-30 12:40:57	HTR1501	cosmoss|V1.2-5_mapping_Phypa_206793
Pp1s35_336V6.1	cosmoss		2009-06-30 12:40:57	WRKY16	cosmoss|V1.2-5_mapping_Phypa_26902
Pp1s35_336V6.2	cosmoss		2009-06-30 12:40:57	WRKY16	cosmoss|V1.2-5_mapping_Phypa_26902
Pp1s36_62V6.1	cosmoss		2009-06-30 12:40:57	CSLA2	cosmoss|V1.2-5_mapping_Phypa_179490
Pp1s32_25V6.1	cosmoss		2009-06-30 12:40:56	ARFB1B2	cosmoss|V1.2-5_mapping_Phypa_161356
Pp1s33_94V6.2	cosmoss		2009-06-30 12:40:56	VPS45	cosmoss|V1.2-5_mapping_Phypa_178871
Pp1s26_105V6.1	cosmoss		2009-06-30 12:40:54	VPS33	cosmoss|V1.2-5_mapping_Phypa_105112
Pp1s21_257V6.1	cosmoss		2009-06-30 12:40:53	ABCC13	cosmoss|V1.2-5_mapping_Phypa_117638
Pp1s5_354V6.1	cosmoss		2009-06-30 12:40:48	WRKY20	cosmoss|V1.2-5_mapping_Phypa_54343
Pp1s496_1V6.2	cosmoss		2009-06-30 12:40:45	ALDH2B	cosmoss|V1.2-5_mapping_Phypa_155901
Pp1s496_1V6.3	cosmoss		2009-06-30 12:40:45	ALDH2B	cosmoss|V1.2-5_mapping_Phypa_155901
Pp1s402_30V6.1	cosmoss		2009-06-30 12:40:43	RUVBL1502	cosmoss|V1.2-5_mapping_Phypa_61580
Pp1s339_68V6.1	cosmoss		2009-06-30 12:40:41	ABP1	cosmoss|V1.2-5_mapping_Phypa_151546
Pp1s340_43V6.1	cosmoss		2009-06-30 12:40:41	NFA1501	cosmoss|V1.2-5_mapping_Phypa_225989
Pp1s340_43V6.2	cosmoss		2009-06-30 12:40:41	NFA1501	cosmoss|V1.2-5_mapping_Phypa_225989
Pp1s346_13V6.1	cosmoss		2009-06-30 12:40:41	PAL1A	cosmoss|V1.2-5_mapping_Phypa_61285
Pp1s346_13V6.2	cosmoss		2009-06-30 12:40:41	PAL1A	cosmoss|V1.2-5_mapping_Phypa_61285
Pp1s346_13V6.3	cosmoss		2009-06-30 12:40:41	PAL1A	cosmoss|V1.2-5_mapping_Phypa_61285
Pp1s346_13V6.4	cosmoss		2009-06-30 12:40:41	PAL1A	cosmoss|V1.2-5_mapping_Phypa_61285
Pp1s346_13V6.5	cosmoss		2009-06-30 12:40:41	PAL1A	cosmoss|V1.2-5_mapping_Phypa_61285
Pp1s330_18V6.1	cosmoss		2009-06-30 12:40:40	ABCG6	cosmoss|V1.2-5_mapping_Phypa_151127
Pp1s336_8V6.1	cosmoss		2009-06-30 12:40:40	RABC11	cosmoss|V1.2-5_mapping_Phypa_172198
Pp1s263_59V6.1	cosmoss		2009-06-30 12:40:37	ARL8A1	cosmoss|V1.2-5_mapping_Phypa_108412
Pp1s217_28V6.1	cosmoss		2009-06-30 12:40:34	NDPK5	cosmoss|V1.2-5_mapping_Phypa_91902
Pp1s218_13V6.1	cosmoss		2009-06-30 12:40:34	RDR1503	cosmoss|V1.2-5_mapping_Phypa_169723
Pp1s201_39V6.1	cosmoss		2009-06-30 12:40:32	ARFA11	cosmoss|V1.2-5_mapping_Phypa_193626
Pp1s185_41V6.1	cosmoss		2009-06-30 12:40:30	HAG1502	cosmoss|V1.2-5_mapping_Phypa_142018
Pp1s164_54V6.1	cosmoss		2009-06-30 12:40:29	ABCI9	cosmoss|V1.2-5_mapping_Phypa_218855
Pp1s158_129V6.1	cosmoss		2009-06-30 12:40:28	HO1A	cosmoss|V1.2-5_mapping_Phypa_218505
Pp1s158_129V6.2	cosmoss		2009-06-30 12:40:28	HO1A	cosmoss|V1.2-5_mapping_Phypa_218505
Pp1s117_6V6.1	cosmoss		2009-06-30 12:40:24	HFO1506	cosmoss|V1.2-5_mapping_Phypa_135154
Pp1s119_101V6.1	cosmoss		2009-06-30 12:40:24	CHB1501	cosmoss|V1.2-5_mapping_Phypa_166589
Pp1s100_222V6.1	cosmoss		2009-06-30 12:40:21	NRT2;1	cosmoss|V1.2-5_mapping_Phypa_187046
Pp1s100_222V6.2	cosmoss		2009-06-30 12:40:21	NRT2;1	cosmoss|V1.2-5_mapping_Phypa_187046
Pp1s88_217V6.1	cosmoss		2009-06-30 12:40:19	RABE13	cosmoss|V1.2-5_mapping_Phypa_186004
Pp1s73_70V6.1	cosmoss		2009-06-30 12:40:17	WRKY14	cosmoss|V1.2-5_mapping_Phypa_129018
Pp1s67_221V6.1	cosmoss		2009-06-30 12:40:16	ARFA13	cosmoss|V1.2-5_mapping_Phypa_211063
Pp1s47_31V6.1	cosmoss		2009-06-30 12:40:12	PHY5A	cosmoss|V1.2-5_mapping_Phypa_208532
Pp1s36_214V6.1	cosmoss		2009-06-30 12:40:10	CSLA3	cosmoss|V1.2-5_mapping_Phypa_207003
Pp1s31_201V6.1	cosmoss		2009-06-30 12:40:09	CPH1501	cosmoss|V1.2-5_mapping_Phypa_178582
Pp1s34_373V6.1	cosmoss		2009-06-30 12:40:09	PPM3	cosmoss|V1.2-5_mapping_Phypa_179228
Pp1s14_367V6.1	cosmoss		2009-06-30 12:40:04	CHR1533	cosmoss|V1.2-5_mapping_Phypa_67427
Pp1s14_368V6.1	cosmoss		2009-06-30 12:40:04	CHR1533	cosmoss|V1.2-5_mapping_Phypa_67427
Pp1s11_26V6.1	cosmoss		2009-06-30 12:40:03	MEMB1A2	cosmoss|V1.2-5_mapping_Phypa_159242
Pp1s12_351V6.1	cosmoss		2009-06-30 12:40:03	NFC1501	cosmoss|V1.2-5_mapping_Phypa_159414
Pp1s13_111V6.1	cosmoss		2009-06-30 12:40:03	HAM1501	cosmoss|V1.2-5_mapping_Phypa_115486
Pp1s13_132V6.1	cosmoss		2009-06-30 12:40:03	CALS9	cosmoss|V1.2-5_mapping_Phypa_115455
Pp1s13_403V6.1	cosmoss		2009-06-30 12:40:03	PHY5C	cosmoss|V1.2-5_mapping_Phypa_115388
Pp1s3_102V6.1	cosmoss		2009-06-30 12:40:01	ARFB1B1	cosmoss|V1.2-5_mapping_Phypa_158606
Pp1s1_57V6.1	cosmoss		2009-06-30 12:40:00	CKI2A	cosmoss|V1.2-5_mapping_Phypa_158426
Pp1s1_57V6.2	cosmoss		2009-06-30 12:40:00	CKI2A	cosmoss|V1.2-5_mapping_Phypa_158426
Pp1s450_4V6.1	cosmoss		2009-06-30 12:39:57	PLC7	cosmoss|V1.2-5_mapping_Phypa_154928
Pp1s407_55V6.1	cosmoss		2009-06-30 12:39:56	WRKY12	cosmoss|V1.2-5_mapping_Phypa_154002
Pp1s384_37V6.1	cosmoss		2009-06-30 12:39:55	EBP1504	cosmoss|V1.2-5_mapping_Phypa_153027
Pp1s310_6V6.1	cosmoss		2009-06-30 12:39:54	BIT1	cosmoss|V1.2-5_mapping_Phypa_8200
Pp1s268_6V6.1	cosmoss	331	2009-06-30 12:39:52	ENA2	cosmoss|V1.2-5_mapping_Phypa_170907
Pp1s268_6V6.2	cosmoss		2009-06-30 12:39:52	ENA2	cosmoss|V1.2-5_mapping_Phypa_170907
Pp1s268_6V6.3	cosmoss		2009-06-30 12:39:52	ENA2	cosmoss|V1.2-5_mapping_Phypa_170907
Pp1s279_72V6.2	cosmoss		2009-06-30 12:39:52	ALDH5A	cosmoss|V1.2-5_mapping_Phypa_171194
Pp1s279_72V6.3	cosmoss		2009-06-30 12:39:52	ALDH5A	cosmoss|V1.2-5_mapping_Phypa_171194
Pp1s286_50V6.1	cosmoss		2009-06-30 12:39:52	ABCB5	cosmoss|V1.2-5_mapping_Phypa_224391
Pp1s215_29V6.1	cosmoss		2009-06-30 12:39:48	RABB12.1	cosmoss|V1.2-5_mapping_Phypa_194346
Pp1s223_99V6.1	cosmoss		2009-06-30 12:39:48	CHR1503	cosmoss|V1.2-5_mapping_Phypa_145079
Pp1s194_17V6.1	cosmoss		2009-06-30 12:39:46	ABCB8	cosmoss|V1.2-5_mapping_Phypa_193090
Pp1s185_130V6.1	cosmoss		2009-06-30 12:39:45	ABCG11	cosmoss|V1.2-5_mapping_Phypa_41420
Pp1s188_35V6.1	cosmoss		2009-06-30 12:39:45	HTA1507	cosmoss|V1.2-5_mapping_Phypa_59714
Pp1s170_10V6.1	cosmoss		2009-06-30 12:39:44	ABCG19	cosmoss|V1.2-5_mapping_Phypa_140793
Pp1s145_70V6.1	cosmoss		2009-06-30 12:39:41	HDA1501	cosmoss|V1.2-5_mapping_Phypa_138277
Pp1s145_70V6.2	cosmoss		2009-06-30 12:39:41	HDA1501	cosmoss|V1.2-5_mapping_Phypa_138277
Pp1s145_84V6.1	cosmoss		2009-06-30 12:39:41	HDMA1501	cosmoss|V1.2-5_mapping_Phypa_217676
Pp1s117_91V6.1	cosmoss		2009-06-30 12:39:38	RABF2A1	cosmoss|V1.2-5_mapping_Phypa_188295
Pp1s117_91V6.2	cosmoss		2009-06-30 12:39:38	RABF2A1	cosmoss|V1.2-5_mapping_Phypa_188295
Pp1s117_91V6.3	cosmoss		2009-06-30 12:39:38	RABF2A1	cosmoss|V1.2-5_mapping_Phypa_188295
Pp1s93_81V6.2	cosmoss		2009-06-30 12:39:36	ALDH2A	cosmoss|V1.2-5_mapping_Phypa_132136
Pp1s87_38V6.1	cosmoss		2009-06-30 12:39:35	EIN3A	cosmoss|V1.2-5_mapping_Phypa_131221
Pp1s83_67V6.1	cosmoss		2009-06-30 12:39:34	NRPDA1502	cosmoss|V1.2-5_mapping_Phypa_79970
Pp1s83_68V6.1	cosmoss		2009-06-30 12:39:34	NRPDA1502	cosmoss|V1.2-5_mapping_Phypa_79970
Pp1s84_194V6.1	cosmoss		2009-06-30 12:39:34	PHOTB1	cosmoss|V1.2-5_mapping_Phypa_185599
Pp1s72_306V6.1	cosmoss		2009-06-30 12:39:32	ABCG16	cosmoss|V1.2-5_mapping_Phypa_128826
Pp1s72_85V6.1	cosmoss		2009-06-30 12:39:32	HTA1503	cosmoss|V1.2-5_mapping_Phypa_106346
Pp1s72_86V6.1	cosmoss		2009-06-30 12:39:32	HTA1503	cosmoss|V1.2-5_mapping_Phypa_106346
Pp1s73_179V6.1	cosmoss		2009-06-30 12:39:32	CHR1531	cosmoss|V1.2-5_mapping_Phypa_211797
Pp1s59_158V6.1	cosmoss		2009-06-30 12:39:30	SYP12A4	cosmoss|V1.2-5_mapping_Phypa_210091
Pp1s59_160V6.1	cosmoss		2009-06-30 12:39:30	HDT1503	cosmoss|V1.2-5_mapping_Phypa_163703
Pp1s59_160V6.2	cosmoss		2009-06-30 12:39:30	HDT1503	cosmoss|V1.2-5_mapping_Phypa_163703
Pp1s34_403V6.1	cosmoss		2009-06-30 12:39:25	PRMT1501	cosmoss|V1.2-5_mapping_Phypa_56390
Pp1s34_403V6.2	cosmoss		2009-06-30 12:39:25	PRMT1501	cosmoss|V1.2-5_mapping_Phypa_56390
Pp1s34_403V6.3	cosmoss		2009-06-30 12:39:25	PRMT1501	cosmoss|V1.2-5_mapping_Phypa_56390
Pp1s38_243V6.1	cosmoss		2009-06-30 12:39:25	PRMT1508	cosmoss|V1.2-5_mapping_Phypa_121999
Pp1s38_243V6.2	cosmoss		2009-06-30 12:39:25	PRMT1508	cosmoss|V1.2-5_mapping_Phypa_121999
Pp1s39_394V6.1	cosmoss		2009-06-30 12:39:25	MSCL14	cosmoss|V1.2-5_mapping_Phypa_207532
Pp1s29_108V6.1	cosmoss		2009-06-30 12:39:23	ABCB20	cosmoss|V1.2-5_mapping_Phypa_119621
Pp1s26_96V6.2	cosmoss		2009-06-30 12:39:22	HTR1514	cosmoss|V1.2-5_mapping_Phypa_118919
Pp1s13_9V6.1	cosmoss		2009-06-30 12:39:19	PLC4	cosmoss|V1.2-5_mapping_Phypa_202996
Pp1s13_9V6.2	cosmoss		2009-06-30 12:39:19	PLC4	cosmoss|V1.2-5_mapping_Phypa_202996
Pp1s3_368V6.1	cosmoss		2009-06-30 12:39:16	HTR1511	cosmoss|V1.2-5_mapping_Phypa_112240
Pp1s4_481V6.1	cosmoss		2009-06-30 12:39:16	ABCG1	cosmoss|V1.2-5_mapping_Phypa_112649
Pp1s4_481V6.2	cosmoss		2009-06-30 12:39:16	ABCG1	cosmoss|V1.2-5_mapping_Phypa_112649
Pp1s4_73V6.1	cosmoss		2009-06-30 12:39:16	RUVBL1501	cosmoss|V1.2-5_mapping_Phypa_64922
Pp1s488_10V6.1	cosmoss		2009-06-30 12:39:13	CRY3	cosmoss|V1.2-5_mapping_Phypa_200971
Pp1s509_6V6.1	cosmoss		2009-06-30 12:39:13	PHOTB2	cosmoss|V1.2-5_mapping_Phypa_228201
Pp1s403_14V6.1	cosmoss		2009-06-30 12:39:11	SDG1537	cosmoss|V1.2-5_mapping_Phypa_227225
Pp1s364_58V6.1	cosmoss		2009-06-30 12:39:10	CPK15	cosmoss|V1.2-5_mapping_Phypa_61370
Pp1s338_32V6.1	cosmoss		2009-06-30 12:39:09	CHR1521	cosmoss|V1.2-5_mapping_Phypa_172248
Pp1s338_33V6.1	cosmoss		2009-06-30 12:39:09	CHR1521	cosmoss|V1.2-5_mapping_Phypa_172248
Pp1s266_1V6.1	cosmoss		2009-06-30 12:39:05	ABCA6	cosmoss|V1.2-5_mapping_Phypa_147779
Pp1s231_34V6.1	cosmoss		2009-06-30 12:39:04	VAMP71A1	cosmoss|V1.2-5_mapping_Phypa_222357
Pp1s231_34V6.2	cosmoss		2009-06-30 12:39:04	VAMP71A1	cosmoss|V1.2-5_mapping_Phypa_222357
Pp1s235_76V6.1	cosmoss		2009-06-30 12:39:04	CHR1504	cosmoss|V1.2-5_mapping_Phypa_145844
Pp1s236_15V6.1	cosmoss		2009-06-30 12:39:04	WRKY35	cosmoss|V1.2-5_mapping_Phypa_93078
Pp1s236_15V6.2	cosmoss		2009-06-30 12:39:04	WRKY35	cosmoss|V1.2-5_mapping_Phypa_93078
Pp1s204_123V6.1	cosmoss		2009-06-30 12:39:02	PLC5	cosmoss|V1.2-5_mapping_Phypa_221032
Pp1s209_99V6.1	cosmoss		2009-06-30 12:39:02	RABA25	cosmoss|V1.2-5_mapping_Phypa_143917
Pp1s176_126V6.1	cosmoss		2009-06-30 12:39:00	ETR7	cosmoss|V1.2-5_mapping_Phypa_192265
Pp1s167_121V6.1	cosmoss		2009-06-30 12:38:59	ABCG25	cosmoss|V1.2-5_mapping_Phypa_140499
Pp1s157_13V6.1	cosmoss		2009-06-30 12:38:58	RABA51	cosmoss|V1.2-5_mapping_Phypa_167769
Pp1s159_42V6.1	cosmoss		2009-06-30 12:38:58	CRK2	cosmoss|V1.2-5_mapping_Phypa_107418
Pp1s160_47V6.1	cosmoss		2009-06-30 12:38:58	GA2OX1	cosmoss|V1.2-5_mapping_Phypa_139767
Pp1s122_170V6.1	cosmoss		2009-06-30 12:38:54	ABCC4	cosmoss|V1.2-5_mapping_Phypa_216010
Pp1s115_120V6.1	cosmoss		2009-06-30 12:38:53	ABCA7	cosmoss|V1.2-5_mapping_Phypa_234064
Pp1s100_192V6.1	cosmoss		2009-06-30 12:38:51	HFO1509	cosmoss|V1.2-5_mapping_Phypa_58346
Pp1s84_88V6.1	cosmoss		2009-06-30 12:38:49	HAG1501	cosmoss|V1.2-5_mapping_Phypa_130814
Pp1s85_12V6.1	cosmoss		2009-06-30 12:38:49	HDS3	cosmoss|V1.2-5_mapping_Phypa_130936
Pp1s70_188V6.1	cosmoss		2009-06-30 12:38:47	SWDA1501	cosmoss|V1.2-5_mapping_Phypa_57600
Pp1s70_189V6.1	cosmoss		2009-06-30 12:38:47	SWDA1501	cosmoss|V1.2-5_mapping_Phypa_57600
Pp1s74_188V6.1	cosmoss		2009-06-30 12:38:47	CHR1532	cosmoss|V1.2-5_mapping_Phypa_184534
Pp1s56_113V6.1	cosmoss		2009-06-30 12:38:44	NDPK2A	cosmoss|V1.2-5_mapping_Phypa_125853
Pp1s59_42V6.1	cosmoss		2009-06-30 12:38:44	ABCG20	cosmoss|V1.2-5_mapping_Phypa_210034
Pp1s46_20V6.1	cosmoss		2009-06-30 12:38:42	ABCA4	cosmoss|V1.2-5_mapping_Phypa_180906
Pp1s41_174V6.1	cosmoss		2009-06-30 12:38:41	CHR1526	cosmoss|V1.2-5_mapping_Phypa_105578
Pp1s34_252V6.1	cosmoss		2009-06-30 12:38:39	HDA1511	cosmoss|V1.2-5_mapping_Phypa_71876
Pp1s25_173V6.1	cosmoss		2009-06-30 12:38:37	WRKY24	cosmoss|V1.2-5_mapping_Phypa_118564
Pp1s21_154V6.1	cosmoss		2009-06-30 12:38:36	RABC14	cosmoss|V1.2-5_mapping_Phypa_160328
Pp1s14_278V6.1	cosmoss		2009-06-30 12:38:35	ABCB1	cosmoss|V1.2-5_mapping_Phypa_115784
Pp1s14_454V6.1	cosmoss		2009-06-30 12:38:35	CLL2	cosmoss|V1.2-5_mapping_Phypa_115836
Pp1s17_74V6.1	cosmoss		2009-06-30 12:38:35	CKI3A	cosmoss|V1.2-5_mapping_Phypa_159961
Pp1s7_128V6.1	cosmoss		2009-06-30 12:38:32	CHR1516	cosmoss|V1.2-5_mapping_Phypa_113504
Pp1s2_191V6.1	cosmoss		2009-06-30 12:38:31	CPK13	cosmoss|V1.2-5_mapping_Phypa_111683
Pp1s391_45V6.1	cosmoss		2009-06-30 12:38:27	ABCB13	cosmoss|V1.2-5_mapping_Phypa_227047
Pp1s403_48V6.1	cosmoss		2009-06-30 12:38:27	SNT1502	cosmoss|V1.2-5_mapping_Phypa_188
Pp1s412_35V6.1	cosmoss		2009-06-30 12:38:27	PRR3	cosmoss|V1.2-5_mapping_Phypa_173125
Pp1s334_32V6.1	cosmoss		2009-06-30 12:38:25	CYP701B1	cosmoss|V1.2-5_mapping_Phypa_151293
Pp1s344_1V6.1	cosmoss		2009-06-30 12:38:25	DRB1501	cosmoss|V1.2-5_mapping_Phypa_34761
Pp1s344_1V6.2	cosmoss		2009-06-30 12:38:25	DRB1501	cosmoss|V1.2-5_mapping_Phypa_34761
Pp1s348_31V6.1	cosmoss		2009-06-30 12:38:25	CHLH2	cosmoss|V1.2-5_mapping_Phypa_98257
Pp1s263_83V6.1	cosmoss		2009-06-30 12:38:22	ABCF2	cosmoss|V1.2-5_mapping_Phypa_223577
Pp1s277_39V6.1	cosmoss		2009-06-30 12:38:22	BET1A1	cosmoss|V1.2-5_mapping_Phypa_196886
Pp1s277_39V6.2	cosmoss		2009-06-30 12:38:22	BET1A1	cosmoss|V1.2-5_mapping_Phypa_196886
Pp1s249_41V6.1	cosmoss		2009-06-30 12:38:21	ABCB9	cosmoss|V1.2-5_mapping_Phypa_108321
Pp1s235_83V6.1	cosmoss		2009-06-30 12:38:20	ACL2	cosmoss|V1.2-5_mapping_Phypa_195278
Pp1s173_145V6.1	cosmoss		2009-06-30 12:38:15	ABCB24	cosmoss|V1.2-5_mapping_Phypa_140970
Pp1s164_5V6.1	cosmoss		2009-06-30 12:38:14	CSLC1	cosmoss|V1.2-5_mapping_Phypa_168024
Pp1s164_65V6.1	cosmoss	139	2009-06-30 12:38:14	PHY4	cosmoss|V1.2-5_mapping_Phypa_218861
Pp1s165_107V6.1	cosmoss		2009-06-30 12:38:14	CK1A1	cosmoss|V1.2-5_mapping_Phypa_140287
Pp1s165_107V6.2	cosmoss		2009-06-30 12:38:14	CK1A1	cosmoss|V1.2-5_mapping_Phypa_140287
Pp1s165_55V6.1	cosmoss		2009-06-30 12:38:14	ROP2	cosmoss|V1.2-5_mapping_Phypa_191636
Pp1s171_146V6.1	cosmoss		2009-06-30 12:38:14	LOX11	cosmoss|V1.2-5_mapping_Phypa_140885
Pp1s150_142V6.1	cosmoss		2009-06-30 12:38:12	ABCD5	cosmoss|V1.2-5_mapping_Phypa_218012
Pp1s118_161V6.1	cosmoss		2009-06-30 12:38:09	MADS2	cosmoss|V1.2-5_mapping_Phypa_166549
Pp1s101_166V6.1	cosmoss		2009-06-30 12:38:07	SNT1503	cosmoss|V1.2-5_mapping_Phypa_187128
Pp1s91_116V6.1	cosmoss		2009-06-30 12:38:05	PHY5B	cosmoss|V1.2-5_mapping_Phypa_165601
Pp1s91_116V6.2	cosmoss		2009-06-30 12:38:05	PHY5B	cosmoss|V1.2-5_mapping_Phypa_165601
Pp1s91_116V6.3	cosmoss		2009-06-30 12:38:05	PHY5B	cosmoss|V1.2-5_mapping_Phypa_165601
Pp1s73_202V6.1	cosmoss		2009-06-30 12:38:02	ABCB3	cosmoss|V1.2-5_mapping_Phypa_129034
Pp1s65_236V6.1	cosmoss		2009-06-30 12:38:01	WRKY7	cosmoss|V1.2-5_mapping_Phypa_210806
Pp1s68_122V6.1	cosmoss		2009-06-30 12:38:01	SRT1505	cosmoss|V1.2-5_mapping_Phypa_164363
Pp1s68_122V6.2	cosmoss		2009-06-30 12:38:01	SRT1505	cosmoss|V1.2-5_mapping_Phypa_164363
Pp1s53_214V6.1	cosmoss		2009-06-30 12:37:59	SYP8	cosmoss|V1.2-5_mapping_Phypa_181911
Pp1s55_124V6.1	cosmoss		2009-06-30 12:37:59	CHR1515	cosmoss|V1.2-5_mapping_Phypa_125588
Pp1s46_192V6.1	cosmoss		2009-06-30 12:37:58	GOS1B2	cosmoss|V1.2-5_mapping_Phypa_74260
Pp1s49_200V6.1	cosmoss		2009-06-30 12:37:58	CPK12	cosmoss|V1.2-5_mapping_Phypa_124358
Pp1s33_79V6.1	cosmoss		2009-06-30 12:37:55	ABCG42	cosmoss|V1.2-5_mapping_Phypa_21063
Pp1s25_376V6.1	cosmoss		2009-06-30 12:37:53	PAFC1501	cosmoss|V1.2-5_mapping_Phypa_177738
Pp1s15_126V6.1	cosmoss		2009-06-30 12:37:51	NDPK3A	cosmoss|V1.2-5_mapping_Phypa_55603
Pp1s16_111V6.1	cosmoss		2009-06-30 12:37:51	SYP12A6	cosmoss|V1.2-5_mapping_Phypa_203733
Pp1s16_208V6.1	cosmoss		2009-06-30 12:37:51	HTR1506	cosmoss|V1.2-5_mapping_Phypa_104836
Pp1s19_258V6.1	cosmoss		2009-06-30 12:37:51	CSLC2	cosmoss|V1.2-5_mapping_Phypa_176780
Pp1s12_29V6.1	cosmoss		2009-06-30 12:37:50	ABCG15	cosmoss|V1.2-5_mapping_Phypa_175287
Pp1s7_389V6.1	cosmoss		2009-06-30 12:37:48	HDT1501	cosmoss|V1.2-5_mapping_Phypa_158891
Pp1s7_389V6.2	cosmoss		2009-06-30 12:37:48	HDT1501	cosmoss|V1.2-5_mapping_Phypa_158891
Pp1s3_476V6.1	cosmoss		2009-06-30 12:37:47	CHR1510	cosmoss|V1.2-5_mapping_Phypa_112144
Pp1s3_476V6.2	cosmoss		2009-06-30 12:37:47	CHR1510	cosmoss|V1.2-5_mapping_Phypa_112144
Pp1s2_156V6.1	cosmoss		2009-06-30 12:37:46	CPK14	cosmoss|V1.2-5_mapping_Phypa_158539
Pp1s419_6V6.1	cosmoss		2009-06-30 12:37:43	LOX1	cosmoss|V1.2-5_mapping_Phypa_173152
Pp1s255_17V6.1	cosmoss		2009-06-30 12:37:37	ABCG2	cosmoss|V1.2-5_mapping_Phypa_147149
Pp1s226_119V6.1	cosmoss		2009-06-30 12:37:35	VAMP72B1	cosmoss|V1.2-5_mapping_Phypa_222154
Pp1s211_149V6.1	cosmoss		2009-06-30 12:37:34	ARID1504	cosmoss|V1.2-5_mapping_Phypa_741
Pp1s223_52V6.1	cosmoss		2009-06-30 12:37:34	HDA1505	cosmoss|V1.2-5_mapping_Phypa_145029
Pp1s197_20V6.1	cosmoss		2009-06-30 12:37:32	YKT6A1	cosmoss|V1.2-5_mapping_Phypa_220522
Pp1s165_60V6.1	cosmoss		2009-06-30 12:37:30	SWDC1503	cosmoss|V1.2-5_mapping_Phypa_88111
Pp1s150_74V6.1	cosmoss		2009-06-30 12:37:28	SWDC1501	cosmoss|V1.2-5_mapping_Phypa_167543
Pp1s139_64V6.1	cosmoss		2009-06-30 12:37:26	MSCL12	cosmoss|V1.2-5_mapping_Phypa_217284
Pp1s125_96V6.1	cosmoss		2009-06-30 12:37:25	ERL2B	cosmoss|V1.2-5_mapping_Phypa_136017
Pp1s121_149V6.1	cosmoss		2009-06-30 12:37:24	ABCC1	cosmoss|V1.2-5_mapping_Phypa_135574
Pp1s85_103V6.1	cosmoss		2009-06-30 12:37:19	CKI3B	cosmoss|V1.2-5_mapping_Phypa_165308
Pp1s52_57V6.1	cosmoss		2009-06-30 12:37:13	CPC1504	cosmoss|V1.2-5_mapping_Phypa_124935
Pp1s37_32V6.1	cosmoss		2009-06-30 12:37:10	GLP2	cosmoss|V1.2-5_mapping_Phypa_121825
Pp1s37_32V6.2	cosmoss		2009-06-30 12:37:10	GLP2	cosmoss|V1.2-5_mapping_Phypa_121825
Pp1s37_32V6.3	cosmoss		2009-06-30 12:37:10	GLP2	cosmoss|V1.2-5_mapping_Phypa_121825
Pp1s37_32V6.4	cosmoss		2009-06-30 12:37:10	GLP2	cosmoss|V1.2-5_mapping_Phypa_121825
Pp1s35_401V6.1	cosmoss		2009-06-30 12:37:09	WRKY29	cosmoss|V1.2-5_mapping_Phypa_121365
Pp1s8_52V6.1	cosmoss		2009-06-30 12:37:01	ABCB4	cosmoss|V1.2-5_mapping_Phypa_174637
Pp1s2_368V6.1	cosmoss		2009-06-30 12:36:59	CRY1A	cosmoss|V1.2-5_mapping_Phypa_111603
Pp1s2_368V6.2	cosmoss		2009-06-30 12:36:59	CRY1A	cosmoss|V1.2-5_mapping_Phypa_111603
Pp1s3_179V6.1	cosmoss		2009-06-30 12:36:59	CPC1501	cosmoss|V1.2-5_mapping_Phypa_111974
Pp1s1_164V6.1	cosmoss		2009-06-30 12:36:58	MSCL11	cosmoss|V1.2-5_mapping_Phypa_22204
Pp1s1_338V6.1	cosmoss		2009-06-30 12:36:58	ETR1	cosmoss|V1.2-5_mapping_Phypa_173828
Pp1s1_338V6.2	cosmoss		2009-06-30 12:36:58	ETR1	cosmoss|V1.2-5_mapping_Phypa_173828
Pp1s1_338V6.3	cosmoss		2009-06-30 12:36:58	ETR1	cosmoss|V1.2-5_mapping_Phypa_173828
Pp1s509_1V6.1	cosmoss		2009-06-30 12:36:57	SYP12A5	cosmoss|V1.2-5_mapping_Phypa_156198
Pp1s568_8V6.1	cosmoss		2009-06-30 12:36:57	HTR1516	cosmoss|V1.2-5_mapping_Phypa_228359
Pp1s472_12V6.1	cosmoss		2009-06-30 12:36:56	HTA1508	cosmoss|V1.2-5_mapping_Phypa_155559
Pp1s370_37V6.1	cosmoss		2009-06-30 12:36:54	CPK19	cosmoss|V1.2-5_mapping_Phypa_226574
Pp1s370_37V6.2	cosmoss		2009-06-30 12:36:54	CPK19	cosmoss|V1.2-5_mapping_Phypa_226574
Pp1s298_65V6.1	cosmoss		2009-06-30 12:36:51	EBP1501	cosmoss|V1.2-5_mapping_Phypa_149469
Pp1s310_10V6.1	cosmoss		2009-06-30 12:36:51	CSLD6	cosmoss|V1.2-5_mapping_Phypa_150074
Pp1s274_4V6.1	cosmoss		2009-06-30 12:36:49	RABA52	cosmoss|V1.2-5_mapping_Phypa_196760
Pp1s279_43V6.1	cosmoss		2009-06-30 12:36:49	LAX4	cosmoss|V1.2-5_mapping_Phypa_148519
Pp1s279_43V6.2	cosmoss		2009-06-30 12:36:49	LAX4	cosmoss|V1.2-5_mapping_Phypa_148519
Pp1s279_74V6.1	cosmoss		2009-06-30 12:36:49	CHR1508	cosmoss|V1.2-5_mapping_Phypa_148543
